timestamp,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-06-01 00:00:00+05:30,3811.584714341005,3860.3886159330796,3710.0725990294904,3724.4208984375,742238,0.0,0.0
2020-06-02 00:00:00+05:30,3745.211558445263,3761.804885652344,3679.814327687944,3742.52734375,734563,0.0,0.0
2020-06-03 00:00:00+05:30,3796.8951768544666,3826.2263731145567,3752.0932847955282,3763.65966796875,493621,0.0,0.0
2020-06-04 00:00:00+05:30,3739.3551316513544,3778.0565322774514,3642.2842140692537,3712.9033203125,807841,0.0,0.0
2020-06-05 00:00:00+05:30,3720.8095700625317,3834.5226642158073,3713.9770236327213,3776.98291015625,697747,0.0,0.0
2020-06-08 00:00:00+05:30,3816.4652524792887,3816.4652524792887,3671.7128270845265,3687.818115234375,547499,0.0,0.0
2020-06-09 00:00:00+05:30,3713.9769343508465,3743.161572365046,3664.977864506462,3700.653564453125,478720,0.0,0.0
2020-06-10 00:00:00+05:30,3733.498684326995,3772.39549143024,3689.5751703937362,3701.727294921875,475926,0.0,0.0
2020-06-11 00:00:00+05:30,3699.238368647893,3728.5695637900117,3599.7761036212205,3616.271728515625,475582,0.0,0.0
2020-06-12 00:00:00+05:30,3513.880852829258,3713.976845837591,3513.880852829258,3697.92041015625,592647,0.0,0.0
2020-06-15 00:00:00+05:30,3637.3063997992067,3678.4968503566884,3599.7762423297772,3655.217529296875,440266,0.0,0.0
2020-06-16 00:00:00+05:30,3694.4556092535686,3738.671994852651,3645.065962063368,3689.5263671875,622734,0.0,0.0
2020-06-17 00:00:00+05:30,3670.0534241889577,3753.0200574485484,3623.2016783482472,3718.076416015625,430610,0.0,0.0
2020-06-18 00:00:00+05:30,3708.8040019719447,3789.1352792776956,3686.647076206042,3752.288330078125,348706,0.0,0.0
2020-06-19 00:00:00+05:30,3766.929486215523,3811.0481695982626,3721.8835762784524,3744.577392578125,556284,0.0,0.0
2020-06-22 00:00:00+05:30,3744.5774826392044,3755.411807056206,3699.9705208230894,3733.742919921875,329145,0.0,0.0
2020-06-23 00:00:00+05:30,3754.9723848894123,3859.412739758964,3741.941647162665,3848.480712890625,563658,0.0,0.0
2020-06-24 00:00:00+05:30,3887.523663971894,3919.9294072281623,3715.3922063597697,3730.179931640625,501886,0.0,0.0
2020-06-25 00:00:00+05:30,3723.5427495740855,3782.3026029980174,3691.283321003291,3711.390625,395771,0.0,0.0
2020-06-26 00:00:00+05:30,3743.25937654659,3781.326421053843,3689.5750830107195,3768.2470703125,373568,0.0,0.0
2020-06-29 00:00:00+05:30,3748.090923850324,3748.1397754137115,3667.125295893051,3715.92919921875,692124,0.0,0.0
2020-06-30 00:00:00+05:30,3730.5704998018246,3810.950626691465,3730.5704998018246,3800.408935546875,494113,0.0,0.0
2020-07-01 00:00:00+05:30,3794.9916116975583,3839.8423522467297,3769.711284501489,3805.338134765625,331198,0.0,0.0
2020-07-02 00:00:00+05:30,3817.441658094612,3852.5804716183675,3789.1353916449207,3821.297119140625,294326,0.0,0.0
2020-07-03 00:00:00+05:30,3832.0823678325905,3865.269021043571,3782.3023880161204,3796.55322265625,257664,0.0,0.0
2020-07-06 00:00:00+05:30,3826.2260786091965,3850.335159556697,3811.0968683493898,3836.865234375,254346,0.0,0.0
2020-07-07 00:00:00+05:30,3845.7473661639046,3853.409673875999,3734.962511834056,3769.61328125,452245,0.0,0.0
2020-07-08 00:00:00+05:30,3792.014690116269,3792.014690116269,3686.451935492253,3696.066162109375,635619,0.0,0.0
2020-07-09 00:00:00+05:30,3711.0486931430305,3766.4411216900758,3676.9348134423994,3751.507080078125,524030,0.0,0.0
2020-07-10 00:00:00+05:30,3743.3085161550302,3752.7275748800816,3692.503601339344,3707.6328125,336838,0.0,0.0
2020-07-13 00:00:00+05:30,3728.618335084515,3745.9925728923545,3687.6230549605493,3697.2861328125,302963,0.0,0.0
2020-07-14 00:00:00+05:30,3694.260254841314,3729.3990646749976,3654.4362227030783,3680.692626953125,351717,0.0,0.0
2020-07-15 00:00:00+05:30,3691.7225303816767,3738.330259507977,3681.766581453504,3729.252685546875,274206,0.0,0.0
2020-07-16 00:00:00+05:30,3733.4495948310605,3742.2831486191862,3645.6514241243244,3724.957763671875,412522,0.0,0.0
2020-07-17 00:00:00+05:30,3728.618559174387,3776.4463888601317,3721.0051018908757,3770.443603515625,237461,0.0,0.0
2020-07-20 00:00:00+05:30,3770.6874921915464,3796.9438983794917,3735.402125065744,3772.6396484375,277775,0.0,0.0
2020-07-21 00:00:00+05:30,3805.7285088413055,3860.388882397375,3757.900681979745,3770.882568359375,614199,0.0,0.0
2020-07-22 00:00:00+05:30,3787.183097541092,3811.585050489166,3746.0901134564065,3770.248046875,433235,0.0,0.0
2020-07-23 00:00:00+05:30,3770.2477754293004,3796.9436053526083,3734.5234618655486,3746.08984375,264268,0.0,0.0
2020-07-24 00:00:00+05:30,3747.1635452381447,3747.212396799549,3645.993153070915,3692.01513671875,594650,0.0,0.0
2020-07-27 00:00:00+05:30,3699.4335686680583,3807.680530732776,3690.551162958376,3767.759033203125,499750,0.0,0.0
2020-07-28 00:00:00+05:30,3784.254691075515,4112.21692378157,3769.7598363634715,4037.400634765625,2492211,0.0,0.0
2020-07-29 00:00:00+05:30,4082.9803380590797,4197.9823403595665,4068.3910170362087,4093.80029296875,1777725,13.0,0.0
2020-07-30 00:00:00+05:30,4112.404576754575,4131.791665560199,4042.4924874359854,4068.9296875,595214,0.0,0.0
2020-07-31 00:00:00+05:30,4073.237925126642,4121.265308939628,4007.1936984641075,4031.4765625,413669,0.0,0.0
2020-08-03 00:00:00+05:30,4052.724441876572,4068.3909292092676,3943.646619443333,3961.222412109375,490180,0.0,0.0
2020-08-04 00:00:00+05:30,3966.1182156362584,3989.0793634747997,3901.102149344524,3920.832275390625,600934,0.0,0.0
2020-08-05 00:00:00+05:30,3950.6966843360797,4024.3291305940425,3931.3093575024523,3956.81640625,569833,0.0,0.0
2020-08-06 00:00:00+05:30,3984.0856672906757,3998.6262219000564,3917.650110897739,3944.381103515625,378473,0.0,0.0
2020-08-07 00:00:00+05:30,3942.0800795882888,3987.1212330063368,3899.4378093571786,3920.783447265625,348651,0.0,0.0
2020-08-10 00:00:00+05:30,3963.620978048846,3963.620978048846,3878.4344599929545,3885.63134765625,590885,0.0,0.0
2020-08-11 00:00:00+05:30,3910.7468684793307,3992.310565299252,3878.434738619587,3886.023193359375,823622,0.0,0.0
2020-08-12 00:00:00+05:30,3890.6252274090757,3930.476806950656,3844.1643484909505,3916.279052734375,466155,0.0,0.0
2020-08-13 00:00:00+05:30,3941.0025661111295,3990.0583484203307,3923.573790824354,3962.935791015625,545546,0.0,0.0
2020-08-14 00:00:00+05:30,3960.683905141863,4005.6270459231914,3882.6942670061367,3926.511474609375,661653,0.0,0.0
2020-08-17 00:00:00+05:30,3955.7881689925443,3965.530718281593,3902.032628356343,3951.47998046875,315955,0.0,0.0
2020-08-18 00:00:00+05:30,3954.8088513599773,4092.869769419338,3954.8088513599773,4082.05029296875,1154453,0.0,0.0
2020-08-19 00:00:00+05:30,4098.7447536085565,4128.1194173945705,4085.1345883416866,4112.30615234375,618695,0.0,0.0
2020-08-20 00:00:00+05:30,4091.8421219142692,4109.858487731148,4045.2829904134583,4057.865234375,350925,0.0,0.0
2020-08-21 00:00:00+05:30,4100.604847099174,4114.900611709936,4053.801409728987,4100.5068359375,490700,0.0,0.0
2020-08-24 00:00:00+05:30,4129.049526876483,4135.952381157724,4083.0779899213326,4102.26953125,379052,0.0,0.0
2020-08-25 00:00:00+05:30,4103.6405483083445,4111.473792017833,4055.7106971196094,4085.37939453125,373776,0.0,0.0
2020-08-26 00:00:00+05:30,4083.078365812209,4094.63220927512,3985.1628174713887,3994.611572265625,574774,0.0,0.0
2020-08-27 00:00:00+05:30,4010.620904009537,4030.742358172867,3941.8842361310285,3962.7890625,458012,0.0,0.0
2020-08-28 00:00:00+05:30,3977.3295807353334,4003.5709955480497,3961.663092972713,3977.8681640625,346506,0.0,0.0
2020-08-31 00:00:00+05:30,3977.86824937729,4001.123192648687,3801.9140527299287,3822.476318359375,680870,0.0,0.0
2020-09-01 00:00:00+05:30,3843.1849499825726,3885.582426667862,3771.2170279892684,3831.09228515625,528801,0.0,0.0
2020-09-02 00:00:00+05:30,3815.964690496154,3961.61406820915,3814.936529431383,3859.537109375,759445,0.0,0.0
2020-09-03 00:00:00+05:30,3884.9952185817774,3897.0388790081347,3846.759148604298,3866.68505859375,284007,0.0,0.0
2020-09-04 00:00:00+05:30,3831.6802584713573,3849.990418501933,3799.123338112532,3834.470947265625,438236,0.0,0.0
2020-09-07 00:00:00+05:30,3843.185127635186,3906.8302316597174,3741.3529611959348,3768.426513671875,704096,0.0,0.0
2020-09-08 00:00:00+05:30,3774.4484788488585,3781.987928008285,3733.1769331743762,3744.045654296875,456797,0.0,0.0
2020-09-09 00:00:00+05:30,3731.561362321966,3780.519134065891,3700.228388405854,3755.648681640625,332412,0.0,0.0
2020-09-10 00:00:00+05:30,3757.0193559775453,3856.893209068426,3745.2694909080296,3833.883056640625,433018,0.0,0.0
2020-09-11 00:00:00+05:30,3833.8832239481308,3861.9849379887337,3797.1648940035375,3822.720947265625,348215,0.0,0.0
2020-09-14 00:00:00+05:30,3818.657258091926,3886.953350884573,3808.914709152619,3832.512451171875,472618,0.0,0.0
2020-09-15 00:00:00+05:30,3835.4499948302446,3872.5108860129058,3804.1657862598595,3849.500732421875,312720,0.0,0.0
2020-09-16 00:00:00+05:30,3851.0184039373044,3900.8085544372348,3838.338388607281,3892.044921875,418071,0.0,0.0
2020-09-17 00:00:00+05:30,3872.364040077201,3939.5339608389813,3861.2995356287106,3886.218994140625,447295,0.0,0.0
2020-09-18 00:00:00+05:30,3900.8573263371227,3935.617345032246,3867.664051992571,3919.167724609375,440400,0.0,0.0
2020-09-21 00:00:00+05:30,3919.1676162623603,3920.1467716914917,3769.7484021562473,3798.0458984375,389056,0.0,0.0
2020-09-22 00:00:00+05:30,3798.7804753395417,3862.2788040551304,3714.915903811678,3802.20751953125,508999,0.0,0.0
