timestamp,open,high,low,close,volume
2025-05-07,3449.95,3458.3501,3421.3,3445.2,40003
2025-05-06,3456.45,3473.8,3435.95,3458.95,88329
2025-05-05,3445.05,3503.8,3445.05,3455.1499,47732
2025-05-02,3474.5,3491.8,3421.1001,3443.8,54402
2025-04-30,3471.5,3509.6001,3367.8501,3429.6499,52154
2025-04-29,3444.1001,3495.0,3431.2,3471.5,107574
2025-04-28,3431.0,3457.95,3405.0,3443.55,69145
2025-04-25,3402.6001,3477.55,3402.6001,3447.3501,67985
2025-04-24,3401.8999,3412.3,3389.0,3401.25,60547
2025-04-23,3358.05,3420.0,3337.55,3412.3,153398
2025-04-22,3324.95,3333.7,3294.45,3318.05,170295
2025-04-21,3293.95,3353.8501,3285.8501,3321.6001,135470
2025-04-17,3240.0,3304.0,3218.5,3298.95,70459
2025-04-16,3274.75,3278.2,3230.1001,3272.75,87689
2025-04-15,3300.05,3310.0,3240.2,3247.7,161796
2025-04-11,3290.0,3298.3999,3205.25,3232.3,229229
2025-04-09,3276.0,3276.0,3215.8999,3246.1001,131136
2025-04-08,3299.0,3348.8999,3255.3,3293.55,263659
2025-04-07,3060.25,3290.0,3060.25,3276.6001,274432
2025-04-04,3366.95,3391.3,3295.6001,3299.45,171571
2025-04-03,3485.3999,3498.0,3396.1001,3403.8999,207922
2025-04-02,3550.3501,3563.7,3530.05,3545.0,32290
2025-04-01,3588.95,3588.95,3524.0,3550.3501,71234
2025-03-28,3648.0,3660.0,3596.05,3604.45,70765
2025-03-27,3624.6499,3662.8501,3610.0,3651.6499,30955
2025-03-26,3661.0,3679.8999,3625.0,3635.5,29338
2025-03-25,3649.95,3708.8999,3638.05,3657.7,140545
2025-03-24,3585.05,3649.6001,3566.6499,3631.55,85061
2025-03-21,3499.95,3615.0,3466.6001,3579.3999,68893
2025-03-20,3508.05,3577.55,3508.05,3562.8,113648
2025-03-19,3549.0,3549.0,3463.05,3497.1499,157024
2025-03-18,3503.0,3556.45,3479.0,3552.6499,78586
2025-03-17,3508.5,3610.3,3478.0,3497.25,91119
2025-03-13,3506.0,3524.1499,3484.5,3512.3501,21598
2025-03-12,3564.95,3565.3,3489.6001,3503.6001,37641
2025-03-11,3553.25,3589.55,3536.8999,3574.8999,48906
2025-03-10,3610.2,3623.45,3582.1001,3588.1001,40546
2025-03-07,3624.95,3624.95,3575.0,3611.3,30644
2025-03-06,3568.0,3608.95,3536.1499,3599.7,52086
2025-03-05,3529.95,3598.0,3521.1001,3549.3501,50343
2025-03-04,3483.95,3549.8999,3463.8,3532.6499,68643
2025-03-03,3499.8501,3523.95,3475.0,3496.55,90088
2025-02-28,3588.8,3599.0,3457.3501,3483.8999,95141
2025-02-27,3628.95,3637.95,3600.0,3612.3501,58527
2025-02-25,3639.95,3657.95,3621.6001,3631.1001,209408
2025-02-24,3767.3501,3767.3501,3670.6499,3674.8999,276198
2025-02-21,3781.2,3816.6001,3775.0,3785.75,89843
2025-02-20,3779.0,3789.5,3755.0,3777.95,45355
2025-02-19,3872.0,3873.2,3767.5,3781.3501,163847
2025-02-18,3903.3999,3924.6001,3861.0,3869.45,55205
2025-02-17,3900.0,3934.55,3860.0,3903.3999,126487
2025-02-14,3925.0,3948.0,3900.6001,3932.75,88802
2025-02-13,3955.0,3977.95,3903.3501,3909.1001,38697
2025-02-12,3966.05,4020.0,3941.3,3950.2,70639
2025-02-11,4029.8,4040.8501,3955.6001,3964.3999,73609
2025-02-10,4049.95,4051.95,4014.05,4035.5,91371
2025-02-07,4060.1499,4091.8999,4009.05,4029.3501,22001
2025-02-06,4095.45,4135.0,4052.7,4082.7,40965
2025-02-05,4161.0,4161.0,4075.8999,4090.75,32703
2025-02-04,4089.2,4120.0,4065.0,4113.7002,75645
2025-02-03,4030.0,4076.0,3999.0,4067.3,32307
2025-02-01,4100.0498,4129.0,4057.8501,4073.75,14616
2025-01-31,4102.5,4127.8501,4088.3501,4109.0,45628
2025-01-30,4098.0,4129.7998,4060.6001,4102.4502,47369
2025-01-29,4057.25,4106.0,4055.0,4096.3501,39893
2025-01-28,4065.1001,4101.9502,4029.55,4036.45,74127
2025-01-27,4105.4502,4155.0,4041.55,4066.2,31079
2025-01-24,4100.0,4177.7002,4100.0,4151.2998,40081
2025-01-23,4154.0498,4190.9502,4141.7998,4145.7002,20614
2025-01-22,4062.05,4163.0,4051.3501,4154.0,62430
2025-01-21,4098.0,4112.7002,4029.2,4034.3501,169326
2025-01-20,4132.1499,4149.4502,4068.3501,4076.95,38280
2025-01-17,4165.0,4165.0,4100.5,4125.7002,41873
2025-01-16,4270.0,4290.0,4192.25,4208.1001,60642
2025-01-15,4223.75,4254.3999,4208.0,4248.5498,142598
2025-01-14,4280.1001,4315.9502,4218.3999,4233.75,228749
2025-01-13,4249.9502,4321.6499,4224.6499,4291.7998,129611
2025-01-10,4200.0,4296.7998,4172.1499,4265.5498,221040
2025-01-09,4105.8999,4136.8999,4025.45,4036.6499,72625
2025-01-08,4044.55,4125.9502,4017.05,4107.5,58204
2025-01-07,4106.0,4136.8999,4011.25,4028.2,97931
2025-01-06,4105.0,4149.25,4064.7,4094.7,64713
2025-01-03,4180.0498,4180.0498,4091.0,4099.25,161332
2025-01-02,4124.9502,4203.5,4098.0,4184.25,80295
2025-01-01,4100.0,4134.6499,4088.0,4112.7998,29165
2024-12-31,4123.5498,4133.3501,4034.0,4097.2002,49909
2024-12-30,4174.8999,4199.0,4112.0,4158.9502,34498
2024-12-27,4162.0,4180.5,4149.0,4167.9502,46264
2024-12-26,4176.0,4192.2998,4142.3501,4168.6001,28724
2024-12-24,4159.9502,4217.2998,4158.0498,4180.6499,38839
2024-12-23,4199.0,4215.3501,4115.0,4156.7998,59196
2024-12-20,4310.1001,4381.9502,4152.9502,4168.0498,125781
2024-12-19,4283.8501,4362.8999,4262.3999,4271.5,55639
