timestamp,open,high,low,close,volume
2025-05-07,1900.0,1916.9,1875.0,1895.95,119949
2025-05-06,1881.0,1912.0,1881.0,1901.15,225743
2025-05-05,1860.35,1873.35,1849.4,1865.45,124797
2025-05-02,1863.65,1884.0,1832.9,1852.0,128334
2025-04-30,1841.5,1877.1,1826.8,1863.7,250077
2025-04-29,1829.95,1848.0,1818.0,1823.85,137615
2025-04-28,1831.05,1838.3,1812.9,1820.9,67918
2025-04-25,1845.1,1860.55,1806.8,1815.6,67434
2025-04-24,1881.0,1881.0,1840.0,1844.8,102848
2025-04-23,1855.05,1885.45,1836.0,1881.7,182220
2025-04-22,1893.95,1893.95,1837.0,1852.0,1775637
2025-04-21,1895.25,1904.2,1868.0,1883.6,198640
2025-04-17,1831.6,1897.95,1825.55,1889.2,271034
2025-04-16,1803.15,1826.75,1794.2,1823.0,62579
2025-04-15,1800.05,1818.0,1779.45,1798.75,325154
2025-04-11,1756.15,1767.05,1732.4,1757.3,198373
2025-04-09,1720.0,1727.1,1711.9,1715.7,16772
2025-04-08,1725.85,1742.7,1707.05,1720.0,164083
2025-04-07,1705.05,1774.05,1669.55,1687.85,131298
2025-04-04,1741.75,1770.25,1740.0,1743.25,60602
2025-04-03,1736.9,1753.0,1735.65,1745.7,40778
2025-04-02,1721.95,1760.0,1718.9,1754.75,26453
2025-04-01,1719.95,1765.35,1712.85,1723.9,115086
2025-03-28,1735.0,1746.0,1703.05,1730.95,75931
2025-03-27,1740.4,1746.45,1717.05,1723.35,59938
2025-03-26,1736.55,1764.6,1726.3,1737.55,110865
2025-03-25,1726.0,1740.0,1706.35,1733.7,128826
2025-03-24,1741.05,1741.05,1715.4,1718.3,124305
2025-03-21,1705.3,1731.55,1691.7,1726.3,92394
2025-03-20,1665.25,1709.6,1645.7,1704.95,104980
2025-03-19,1634.95,1642.05,1627.75,1636.65,61208
2025-03-18,1647.0,1655.0,1622.0,1628.15,110260
2025-03-17,1619.95,1647.6,1619.95,1639.4,1625718
2025-03-13,1664.95,1664.95,1630.7,1632.85,35107
2025-03-12,1704.95,1717.25,1634.0,1642.6,442752
2025-03-11,1625.1,1676.1,1624.95,1661.2,84760
2025-03-10,1656.85,1656.85,1625.85,1629.7,85298
2025-03-07,1630.05,1639.0,1616.2,1631.45,39110
2025-03-06,1619.95,1631.85,1590.5,1626.85,32845
2025-03-05,1576.0,1626.5,1576.0,1616.6,80865
2025-03-04,1591.95,1591.95,1568.3,1575.95,41148
2025-03-03,1587.25,1602.45,1573.75,1594.6,62254
2025-02-28,1645.05,1646.4,1561.0,1569.6,87871
2025-02-27,1641.75,1655.5,1639.6,1649.7,155935
2025-02-25,1600.8,1649.0,1600.0,1641.6,194392
2025-02-24,1625.05,1637.5,1599.0,1600.8,57078
2025-02-21,1640.45,1658.3,1629.6,1638.4,2009995
2025-02-20,1642.6,1649.85,1627.2,1645.2,816311
2025-02-19,1669.0,1674.7,1638.5,1645.9,495518
2025-02-18,1690.5,1695.0,1656.15,1668.4,672902
2025-02-17,1716.95,1716.95,1665.9,1675.55,126808
2025-02-14,1723.95,1724.15,1705.0,1717.15,94675
2025-02-13,1711.5,1728.7,1704.0,1713.75,89198
2025-02-12,1700.6,1713.45,1684.0,1711.6,41996
2025-02-11,1702.1,1706.45,1686.15,1696.0,178471
2025-02-10,1690.25,1699.5,1678.35,1692.85,152150
2025-02-07,1649.95,1708.0,1638.75,1677.8,468565
2025-02-06,1672.1,1672.1,1614.0,1619.55,50999
2025-02-05,1663.1,1676.25,1649.15,1660.6,705766
2025-02-04,1660.0,1668.0,1628.85,1661.3,117117
2025-02-03,1629.85,1661.0,1608.0,1652.05,73647
2025-02-01,1625.2,1644.15,1610.5,1623.4,74385
2025-01-31,1640.45,1640.45,1575.0,1626.75,81886
2025-01-30,1604.9,1644.65,1599.0,1640.45,52146
2025-01-29,1618.8,1627.1,1592.4,1599.5,1392955
2025-01-28,1603.05,1629.65,1597.0,1618.8,131975
2025-01-27,1633.05,1645.95,1594.2,1602.8,30016
2025-01-24,1622.05,1661.75,1622.05,1643.9,77757
2025-01-23,1631.35,1645.0,1616.4,1636.15,233487
2025-01-22,1629.7,1640.45,1624.9,1631.55,30009
2025-01-21,1650.25,1656.5,1620.15,1625.9,467187
2025-01-20,1632.45,1643.85,1618.85,1641.15,80822
2025-01-17,1631.95,1638.95,1622.7,1627.4,79417
